-33.75,-44,0
-33.39642,-43.65647,0.0001509408
-33.04286,-43.30291,0.0001511455
-32.68931,-42.94936,0.00015135
-32.33575,-42.59581,0.0001515543
-31.9822,-42.24225,0.0001517584
-31.62865,-41.8887,0.0001519622
-31.27509,-41.53514,0.0001521659
-30.92154,-41.18159,0.0001523694
-30.56799,-40.82804,0.0001525727
-30.21443,-40.47448,0.0001527758
-30.03765,-40.31733,0.0001529786
-29.86088,-40.17979,0.0001531813
-29.6841,-40.06187,0.0001533837
-29.50732,-39.96358,0.000153586
-29.33055,-39.8849,0.0001537881
-29.15377,-39.82584,0.0001539899
-28.97699,-39.78641,0.0001541916
-28.80022,-39.76659,0.0001543931
-28.62344,-39.76639,0.0001545943
-28.44666,-39.78582,0.0001547954
-28.26989,-39.82486,0.0001549962
-28.09311,-39.88352,0.0001551968
-27.91633,-39.96181,0.0001553973
-27.73956,-40.05971,0.0001555975
-27.56278,-40.17723,0.0001557976
-27.386,-40.31438,0.0001559974
-27.20922,-40.47114,0.0001561971
-27.03245,-40.64753,0.0001563965
-26.85567,-40.84353,0.0001565958
-26.81194,-41.01051,0.02151828
-26.31194,-41.01043,0.01682398
-25.81194,-41.01036,0.01312392
-25.31194,-41.0103,0.01025234
-24.81194,-41.01025,0.007988279
-24.31197,-41.01015,-0.0004574501
-23.812,-41.01008,-0.004263811
-23.31203,-41.01001,359.9921
-22.81206,-41.00993,359.9884
-22.31208,-41.00986,359.9847
-21.81211,-41.00979,359.9811
-21.37907,-40.65626,359.9811
-21.02551,-40.30271,359.9811
-20.67196,-39.94915,359.9811
-20.31841,-39.5956,359.9811
-19.96485,-39.24205,359.9811
-19.6113,-38.88849,359.9811
-19.25774,-38.53494,359.9811
-18.90419,-38.18139,359.9811
-18.55064,-37.82783,359.9811
-18.19708,-37.47428,359.9811
-18.02031,-37.31712,359.9811
-17.84353,-37.17958,359.9811
-17.66675,-37.06167,359.9811
-17.48997,-36.96337,359.9811
-17.3132,-36.88469,359.9811
-17.13642,-36.82564,359.9811
-16.95964,-36.7862,359.9811
-16.78287,-36.76638,359.9811
-16.60609,-36.76619,359.9811
-16.42931,-36.78561,359.9811
-16.25254,-36.82465,359.9811
-16.07576,-36.88332,359.9811
-15.89898,-36.9616,359.9811
-15.72221,-37.05951,359.9811
-15.54543,-37.17703,359.9811
-15.36865,-37.31417,359.9811
-15.19188,-37.47094,359.9811
-15.0151,-37.64732,359.9811
-14.83832,-37.84332,359.9811
-14.66154,-38.05894,359.9811
-14.48477,-38.29419,359.9811
-14.30799,-38.54905,359.9811
-14.13121,-38.82354,359.9811
-13.95444,-39.11764,359.9811
-13.77766,-39.43136,359.9811
-13.60088,-39.76471,359.9811
-13.42411,-40.11767,359.9811
-13.24733,-40.49025,359.9811
-13.07055,-40.88245,359.9811
-13.05178,-41.01041,0.01688068
-12.55182,-41.01015,0.006294988
-12.05185,-41.01005,0.004524201
-11.55189,-41.00996,0.004114009
-11.05192,-41.00988,0.004114011
-10.55196,-41.00979,0.004114013
-10.052,-41.0097,0.004114015
-9.552031,-41.00961,0.004114017
-9.052066,-41.00953,0.004114019
-8.552101,-41.00944,0.004114022
-8.052136,-41.00935,0.004114023
-8.489594,-41.00917,0.002674829
-8.989594,-41.00917,0.002674707
-9.489594,-41.00917,0.002674585
-9.989594,-41.00917,0.002674463
-10.48959,-41.00917,0.002674341
-10.98959,-41.00917,0.002674219
-11.48959,-41.00917,0.002674097
-11.98959,-41.00917,0.002673975
-12.48959,-41.00917,0.002673854
-12.98959,-41.00917,0.002673732
-13.06897,-40.50917,0.002673386
-13.06897,-40.00917,0.00267342
-13.06897,-39.50917,0.002673455
-13.06897,-39.00917,0.002673489
-13.06897,-38.50917,0.002673523
-13.06897,-38.00917,0.002673557
-13.06897,-37.50917,0.002673591
-13.06897,-37.00917,0.002673625
-13.06897,-36.50917,0.002673659
-13.06897,-36.00917,0.002673692
-13.06897,-35.77879,0.002673726
-13.06897,-35.56803,0.00267376
-12.71542,-35.21448,0.002673794
-12.36186,-34.86092,0.002673827
-12.00831,-34.50737,0.002673861
-11.65475,-34.15382,0.002673895
-11.3012,-33.80026,0.002673928
-10.94765,-33.44671,0.002673962
-10.59409,-33.09315,0.002673995
-10.24054,-32.7396,0.002674029
-9.886985,-32.38605,0.002674063
-9.533431,-32.03249,0.002674096
-9.356654,-31.87534,0.002674129
-9.179877,-31.7378,0.002674162
-9.0031,-31.61988,0.002674196
-8.826324,-31.52159,0.002674229
-8.649547,-31.44291,0.002674263
-8.47277,-31.38385,0.002674296
-8.295993,-31.34442,0.002674329
-8.119216,-31.3246,0.002674362
-7.942439,-31.3244,0.002674395
-7.765662,-31.34383,0.002674428
-7.588885,-31.38287,0.002674461
-7.519943,-31.51982,0.002674527
-7.519928,-31.51052,0.1742163
-7.521116,-31.5104,0.3164852
-7.522762,-31.51037,0.512674
-7.523657,-31.51038,0.6192302
-7.524591,-31.51039,0.7303501
-7.525563,-31.51042,0.8459442
-7.526573,-31.51045,0.9660931
-7.527623,-31.51049,1.09095
-7.528714,-31.51055,1.220691
-7.529848,-31.5106,1.355512
-7.531026,-31.51067,1.495616
-7.53225,-31.51074,1.641221
-7.533522,-31.51082,1.792544
-7.534844,-31.51091,1.949821
-7.536218,-31.51101,2.113292
-7.537646,-31.51112,2.283208
-7.53913,-31.51123,2.459834
-7.540672,-31.51135,2.643442
-7.542275,-31.51149,2.834315
-7.543941,-31.51163,3.032752
-7.545673,-31.51179,3.239062
-7.547472,-31.51196,3.453567
-7.549343,-31.51214,3.676602
-7.551288,-31.51234,3.908525
-7.553309,-31.51255,4.149702
-7.555774,-31.51283,4.443993
-7.558556,-31.51315,4.776271
-7.561589,-31.51351,5.138759
-7.564841,-31.51393,5.527733
-7.568299,-31.51439,5.941727
